Orthogroup	Species	Bacillus_subtilis_aa	Orthologs
OG0000527	Rhodococcus_erythropolis_aa	CAB15670.1	ALU72849.1, ALU68011.1
OG0000528	Rhodococcus_erythropolis_aa	CAB15752.1, CAB15676.1, CAB15747.1	ALU69651.1
OG0000529	Deinococcus_radiodurans_aa	CAB15677.1	UDL00714.1
OG0000529	Rhodococcus_erythropolis_aa	CAB15677.1	ALU69462.1, ALU71359.1
OG0000530	Deinococcus_radiodurans_aa	CAB15683.1	UDL02067.1
OG0000530	Rhodococcus_erythropolis_aa	CAB15683.1	ALU69394.1, ALU67942.1
OG0000531	Rhodococcus_erythropolis_aa	CAB15693.1, CAB15727.2	ALU70251.1
OG0000531	Deinococcus_radiodurans_aa	CAB15693.1, CAB15727.2	UDL00259.1
OG0000532	Rhodococcus_erythropolis_aa	CAB15706.1	ALU68332.1, ALU71834.1
OG0000532	Deinococcus_radiodurans_aa	CAB15706.1	UDL00655.1
OG0000533	Deinococcus_radiodurans_aa	CAB15707.1	UDK99254.1
OG0000533	Rhodococcus_erythropolis_aa	CAB15707.1	ALU69929.1, ALU70238.1
OG0000534	Deinococcus_radiodurans_aa	CAB15712.1	UDL00927.1
OG0000534	Rhodococcus_erythropolis_aa	CAB15712.1	ALU72727.1, ALU70237.1
OG0000535	Rhodococcus_erythropolis_aa	CAB16003.1, CAB15729.1	ALU72460.1
OG0000535	Deinococcus_radiodurans_aa	CAB16003.1, CAB15729.1	UDL00679.1
OG0000536	Deinococcus_radiodurans_aa	CAB15908.1	UDL01985.1
OG0000536	Rhodococcus_erythropolis_aa	CAB15908.1	ALU68663.1, ALU68645.1
OG0000537	Deinococcus_radiodurans_aa	CAB16069.1, CAB15974.1	UDK99826.1
OG0000537	Rhodococcus_erythropolis_aa	CAB16069.1, CAB15974.1	ALU69094.1
OG0000538	Rhodococcus_erythropolis_aa	CAB16008.1	ALU73737.1, ALU71850.1, ALU71871.1
OG0000539	Rhodococcus_erythropolis_aa	CAB16119.1, CAB16116.1	ALU69924.1
OG0000539	Deinococcus_radiodurans_aa	CAB16119.1, CAB16116.1	UDL00008.1
OG0000540	Deinococcus_radiodurans_aa	CAB16125.1	UDK99545.1
OG0000540	Rhodococcus_erythropolis_aa	CAB16125.1	ALU72384.1, ALU71881.1
OG0000541	Deinococcus_radiodurans_aa	CAB16126.2	UDK99310.1
OG0000541	Rhodococcus_erythropolis_aa	CAB16126.2	ALU69778.1, ALU68384.1
OG0000542	Deinococcus_radiodurans_aa	CAB16134.1	UDK99229.1
OG0000542	Rhodococcus_erythropolis_aa	CAB16134.1	ALU68221.1, ALU70834.1
OG0000543	Deinococcus_radiodurans_aa	CAE01465.2	UDL00041.1, UDK99917.1
OG0000543	Rhodococcus_erythropolis_aa	CAE01465.2	ALU72374.1
OG0000544	Rhodococcus_erythropolis_aa	CAX52582.1	ALU68149.1, ALU70861.1, ALU70987.1
OG0000633	Rhodococcus_erythropolis_aa	CAB11777.1	ALU68213.1
OG0000633	Deinococcus_radiodurans_aa	CAB11777.1	UDK99218.1
OG0000634	Deinococcus_radiodurans_aa	CAB11778.1	UDK99217.1
OG0000634	Rhodococcus_erythropolis_aa	CAB11778.1	ALU68212.1
OG0000635	Deinococcus_radiodurans_aa	CAB11779.1	UDL01700.1
OG0000635	Rhodococcus_erythropolis_aa	CAB11779.1	ALU68148.1
OG0000636	Rhodococcus_erythropolis_aa	CAB11780.1	ALU68210.1
OG0000636	Deinococcus_radiodurans_aa	CAB11780.1	UDL00224.1
OG0000637	Rhodococcus_erythropolis_aa	CAB11783.1	ALU68204.1
OG0000637	Deinococcus_radiodurans_aa	CAB11783.1	UDL00973.1
OG0000638	Deinococcus_radiodurans_aa	CAB11785.1	UDL00941.1
OG0000638	Rhodococcus_erythropolis_aa	CAB11785.1	ALU71956.1
OG0000639	Rhodococcus_erythropolis_aa	CAB11787.1	ALU71180.1
OG0000639	Deinococcus_radiodurans_aa	CAB11787.1	UDL00481.1
OG0000640	Deinococcus_radiodurans_aa	CAB11788.1	UDL00480.1
OG0000640	Rhodococcus_erythropolis_aa	CAB11788.1	ALU71174.1
OG0000641	Rhodococcus_erythropolis_aa	CAB11789.1	ALU68028.1
OG0000641	Deinococcus_radiodurans_aa	CAB11789.1	UDL00399.1
OG0000643	Rhodococcus_erythropolis_aa	CAB11793.1, CAB15164.1	ALU70266.1
OG0000644	Deinococcus_radiodurans_aa	CAB11795.2	UDL01430.1
OG0000644	Rhodococcus_erythropolis_aa	CAB11795.2	ALU67867.1
OG0000645	Deinococcus_radiodurans_aa	CAB11796.1	UDK99399.1
OG0000645	Rhodococcus_erythropolis_aa	CAB11796.1	ALU67853.1
OG0000646	Rhodococcus_erythropolis_aa	CAB11797.1	ALU67852.1
OG0000646	Deinococcus_radiodurans_aa	CAB11797.1	UDK99398.1
OG0000647	Rhodococcus_erythropolis_aa	CAB13336.1, CAB11803.1	ALU68408.1
OG0000648	Deinococcus_radiodurans_aa	CAB11804.2	UDK99319.1
OG0000648	Rhodococcus_erythropolis_aa	CAB11804.2	ALU71744.1
OG0000649	Deinococcus_radiodurans_aa	CAB11812.1	UDK99814.1
OG0000649	Rhodococcus_erythropolis_aa	CAB11812.1	ALU69813.1
OG0000651	Deinococcus_radiodurans_aa	CAB11814.1	UDL00539.1
OG0000651	Rhodococcus_erythropolis_aa	CAB11814.1	ALU69815.1
OG0000652	Rhodococcus_erythropolis_aa	CAB11815.1	ALU69816.1
OG0000652	Deinococcus_radiodurans_aa	CAB11815.1	UDK99347.1
OG0000653	Deinococcus_radiodurans_aa	CAB11818.1	UDL01708.1
OG0000653	Rhodococcus_erythropolis_aa	CAB11818.1	ALU69822.1
OG0000654	Rhodococcus_erythropolis_aa	CAB11822.1	ALU69830.1
OG0000654	Deinococcus_radiodurans_aa	CAB11822.1	UDL01596.1
OG0000655	Rhodococcus_erythropolis_aa	CAB11826.1	ALU69872.1
OG0000655	Deinococcus_radiodurans_aa	CAB11826.1	UDK99971.1
OG0000656	Rhodococcus_erythropolis_aa	CAB11827.1	ALU69871.1
OG0000656	Deinococcus_radiodurans_aa	CAB11827.1	UDL00560.1
OG0000657	Rhodococcus_erythropolis_aa	CAB11829.1	ALU69857.1
OG0000657	Deinococcus_radiodurans_aa	CAB11829.1	UDL01391.1
OG0000658	Rhodococcus_erythropolis_aa	CAB11831.1	ALU69881.1
OG0000658	Deinococcus_radiodurans_aa	CAB11831.1	UDL00626.1
OG0000659	Deinococcus_radiodurans_aa	CAB11834.1	UDL00315.1
OG0000659	Rhodococcus_erythropolis_aa	CAB11834.1	ALU69882.1
OG0000660	Deinococcus_radiodurans_aa	CAB11844.1	UDL00491.1
OG0000660	Rhodococcus_erythropolis_aa	CAB11844.1	ALU73156.1
OG0000661	Deinococcus_radiodurans_aa	CAB11846.2	UDK99645.1
OG0000661	Rhodococcus_erythropolis_aa	CAB11846.2	ALU73145.1
OG0000662	Deinococcus_radiodurans_aa	CAB12835.1, CAB11848.1	UDL00198.1
OG0000663	Deinococcus_radiodurans_aa	CAB11849.1	UDK99955.1
OG0000663	Rhodococcus_erythropolis_aa	CAB11849.1	ALU72781.1
OG0000664	Rhodococcus_erythropolis_aa	CAB11852.1, CAB12806.1	ALU69375.1
OG0000665	Rhodococcus_erythropolis_aa	CAB11854.1	ALU73152.1
OG0000665	Deinococcus_radiodurans_aa	CAB11854.1	UDK99369.1
OG0000666	Rhodococcus_erythropolis_aa	CAB11855.1	ALU73151.1
OG0000666	Deinococcus_radiodurans_aa	CAB11855.1	UDK99370.1
OG0000667	Deinococcus_radiodurans_aa	CAB11858.1	UDK99561.1
OG0000667	Rhodococcus_erythropolis_aa	CAB11858.1	ALU73139.1
OG0000668	Rhodococcus_erythropolis_aa	CAB11863.1	ALU73097.1
OG0000668	Deinococcus_radiodurans_aa	CAB11863.1	UDL00241.1
OG0000669	Deinococcus_radiodurans_aa	CAB11866.1	UDL01595.1
OG0000669	Rhodococcus_erythropolis_aa	CAB11866.1	ALU73094.1
OG0000670	Rhodococcus_erythropolis_aa	CAB11867.1	ALU73093.1
OG0000670	Deinococcus_radiodurans_aa	CAB11867.1	UDK99430.1
OG0000671	Rhodococcus_erythropolis_aa	CAB11868.1	ALU71563.1
OG0000671	Deinococcus_radiodurans_aa	CAB11868.1	UDK99667.1
OG0000672	Rhodococcus_erythropolis_aa	CAB11870.1	ALU73092.1
OG0000672	Deinococcus_radiodurans_aa	CAB11870.1	UDL00750.1
OG0000673	Deinococcus_radiodurans_aa	CAB11872.1	UDK99916.1
OG0000673	Rhodococcus_erythropolis_aa	CAB11872.1	ALU73091.1
OG0000674	Deinococcus_radiodurans_aa	CAB11877.1	UDL01089.1
OG0000674	Rhodococcus_erythropolis_aa	CAB11877.1	ALU72158.1
OG0000675	Rhodococcus_erythropolis_aa	CAB11878.2	ALU72157.1
OG0000675	Deinococcus_radiodurans_aa	CAB11878.2	UDL01088.1
OG0000676	Rhodococcus_erythropolis_aa	CAB11879.2	ALU72156.1
OG0000676	Deinococcus_radiodurans_aa	CAB11879.2	UDL01087.1
OG0000677	Deinococcus_radiodurans_aa	CAB11880.2	UDL01086.1
OG0000677	Rhodococcus_erythropolis_aa	CAB11880.2	ALU72154.1
OG0000678	Deinococcus_radiodurans_aa	CAB11881.1	UDL01085.1
OG0000678	Rhodococcus_erythropolis_aa	CAB11881.1	ALU72153.1
OG0000679	Deinococcus_radiodurans_aa	CAB11883.2	UDL00065.1
OG0000679	Rhodococcus_erythropolis_aa	CAB11883.2	ALU72141.1
OG0000680	Rhodococcus_erythropolis_aa	CAB11884.2	ALU72140.1
OG0000680	Deinococcus_radiodurans_aa	CAB11884.2	UDL00064.1
OG0000681	Rhodococcus_erythropolis_aa	CAB11886.2	ALU72113.1
OG0000681	Deinococcus_radiodurans_aa	CAB11886.2	UDK99500.1
OG0000682	Rhodococcus_erythropolis_aa	CAB11887.2	ALU72112.1
OG0000682	Deinococcus_radiodurans_aa	CAB11887.2	UDK99501.1
OG0000683	Rhodococcus_erythropolis_aa	CAB11888.2	ALU72111.1
OG0000683	Deinococcus_radiodurans_aa	CAB11888.2	UDK99502.1
OG0000684	Rhodococcus_erythropolis_aa	CAB11889.1	ALU72110.1
OG0000684	Deinococcus_radiodurans_aa	CAB11889.1	UDK99504.1
OG0000685	Rhodococcus_erythropolis_aa	CAB11891.1	ALU72028.1
OG0000685	Deinococcus_radiodurans_aa	CAB11891.1	UDK99505.1
OG0000686	Rhodococcus_erythropolis_aa	CAB11892.1	ALU72027.1
OG0000686	Deinococcus_radiodurans_aa	CAB11892.1	UDK99506.1
OG0000687	Rhodococcus_erythropolis_aa	CAB11893.1	ALU72026.1
OG0000687	Deinococcus_radiodurans_aa	CAB11893.1	UDK99507.1
OG0000688	Rhodococcus_erythropolis_aa	CAB11894.2	ALU72025.1
OG0000688	Deinococcus_radiodurans_aa	CAB11894.2	UDK99508.1
OG0000689	Rhodococcus_erythropolis_aa	CAB11895.2	ALU72024.1
OG0000689	Deinococcus_radiodurans_aa	CAB11895.2	UDK99509.1
OG0000690	Deinococcus_radiodurans_aa	CAB11896.1	UDK99510.1
OG0000690	Rhodococcus_erythropolis_aa	CAB11896.1	ALU72023.1
OG0000691	Rhodococcus_erythropolis_aa	CAB11897.1	ALU72022.1
OG0000691	Deinococcus_radiodurans_aa	CAB11897.1	UDK99511.1
OG0000692	Deinococcus_radiodurans_aa	CAB11898.2	UDK99512.1
OG0000692	Rhodococcus_erythropolis_aa	CAB11898.2	ALU72021.1
OG0000693	Deinococcus_radiodurans_aa	CAB11899.1	UDL01641.1
OG0000693	Rhodococcus_erythropolis_aa	CAB11899.1	ALU72020.1
OG0000694	Deinococcus_radiodurans_aa	CAB11900.1	UDK99513.1
OG0000694	Rhodococcus_erythropolis_aa	CAB11900.1	ALU72019.1
OG0000695	Rhodococcus_erythropolis_aa	CAB11901.1	ALU72018.1
OG0000695	Deinococcus_radiodurans_aa	CAB11901.1	UDK99514.1
OG0000696	Rhodococcus_erythropolis_aa	CAB11902.1	ALU72017.1
OG0000696	Deinococcus_radiodurans_aa	CAB11902.1	UDK99515.1
OG0000697	Deinococcus_radiodurans_aa	CAB11903.1	UDK99516.1
OG0000697	Rhodococcus_erythropolis_aa	CAB11903.1	ALU72016.1
OG0000698	Deinococcus_radiodurans_aa	CAB11904.1	UDK99517.1
OG0000698	Rhodococcus_erythropolis_aa	CAB11904.1	ALU72015.1
OG0000699	Rhodococcus_erythropolis_aa	CAB11906.2	ALU72013.1
OG0000699	Deinococcus_radiodurans_aa	CAB11906.2	UDL01145.1
OG0000700	Deinococcus_radiodurans_aa	CAB11907.1	UDL01146.1
OG0000700	Rhodococcus_erythropolis_aa	CAB11907.1	ALU72012.1
OG0000701	Deinococcus_radiodurans_aa	CAB11908.2	UDL01147.1
OG0000701	Rhodococcus_erythropolis_aa	CAB11908.2	ALU72011.1
OG0000702	Deinococcus_radiodurans_aa	CAB11909.1	UDL01148.1
OG0000702	Rhodococcus_erythropolis_aa	CAB11909.1	ALU72010.1
OG0000703	Rhodococcus_erythropolis_aa	CAB11910.1	ALU72009.1
OG0000703	Deinococcus_radiodurans_aa	CAB11910.1	UDL01149.1
OG0000704	Deinococcus_radiodurans_aa	CAB11911.1	UDL01150.1
OG0000704	Rhodococcus_erythropolis_aa	CAB11911.1	ALU72008.1
OG0000705	Deinococcus_radiodurans_aa	CAB11912.1	UDL01151.1
OG0000705	Rhodococcus_erythropolis_aa	CAB11912.1	ALU72007.1
OG0000706	Deinococcus_radiodurans_aa	CAB11913.1	UDL01152.1
OG0000706	Rhodococcus_erythropolis_aa	CAB11913.1	ALU72006.1
OG0000707	Deinococcus_radiodurans_aa	CAB11915.1	UDL01752.1
OG0000707	Rhodococcus_erythropolis_aa	CAB11915.1	ALU72004.1
OG0000708	Deinococcus_radiodurans_aa	CAB11916.1	UDL01158.1
OG0000708	Rhodococcus_erythropolis_aa	CAB11916.1	ALU72003.1
OG0000709	Deinococcus_radiodurans_aa	CAB11917.2	UDL01159.1
OG0000709	Rhodococcus_erythropolis_aa	CAB11917.2	ALU72002.1
OG0000710	Deinococcus_radiodurans_aa	CAB11918.1	UDL01160.1
OG0000710	Rhodococcus_erythropolis_aa	CAB11918.1	ALU72001.1
OG0000711	Deinococcus_radiodurans_aa	CAB11919.1	UDL01162.1
OG0000711	Rhodococcus_erythropolis_aa	CAB11919.1	ALU71999.1
OG0000712	Deinococcus_radiodurans_aa	CAB11920.1	UDL01163.1
OG0000712	Rhodococcus_erythropolis_aa	CAB11920.1	ALU71998.1
OG0000713	Rhodococcus_erythropolis_aa	CAB11921.2	ALU71301.1
OG0000713	Deinococcus_radiodurans_aa	CAB11921.2	UDL01480.1
OG0000714	Deinococcus_radiodurans_aa	CAB11923.2	UDL01479.1
OG0000714	Rhodococcus_erythropolis_aa	CAB11923.2	ALU71302.1
OG0000715	Rhodococcus_erythropolis_aa	CAB11924.2	ALU71997.1
OG0000715	Deinococcus_radiodurans_aa	CAB11924.2	UDL01312.1
OG0000716	Deinococcus_radiodurans_aa	CAB11925.2	UDK99374.1
OG0000716	Rhodococcus_erythropolis_aa	CAB11925.2	ALU71985.1
OG0000717	Rhodococcus_erythropolis_aa	CAB11926.1	ALU71984.1
OG0000717	Deinococcus_radiodurans_aa	CAB11926.1	UDK99375.1
OG0000718	Deinococcus_radiodurans_aa	CAB11930.1	UDL00143.1
OG0000718	Rhodococcus_erythropolis_aa	CAB11930.1	ALU70020.1
OG0000720	Rhodococcus_erythropolis_aa	CAB11942.1	ALU72757.1
OG0000720	Deinococcus_radiodurans_aa	CAB11942.1	UDL00450.1
OG0000721	Deinococcus_radiodurans_aa	CAB11943.2	UDL01984.1
OG0000721	Rhodococcus_erythropolis_aa	CAB11943.2	ALU70464.1
OG0000722	Rhodococcus_erythropolis_aa	CAB11946.1	ALU72662.1
OG0000722	Deinococcus_radiodurans_aa	CAB11946.1	UDL01982.1
OG0000723	Deinococcus_radiodurans_aa	CAB11953.1	UDL01109.1
OG0000723	Rhodococcus_erythropolis_aa	CAB11953.1	ALU71983.1
OG0000725	Rhodococcus_erythropolis_aa	CAB12147.2, CAB12011.1	ALU68131.1
OG0000726	Rhodococcus_erythropolis_aa	CAB12322.1, CAB12016.1	ALU69254.1
OG0000727	Rhodococcus_erythropolis_aa	CAB12351.1, CAB12020.1	ALU69002.1
OG0000728	Rhodococcus_erythropolis_aa	CAB12027.1	ALU70905.1
OG0000728	Deinococcus_radiodurans_aa	CAB12027.1	UDL00235.1
OG0000729	Rhodococcus_erythropolis_aa	CAB13356.1, CAB12037.1	ALU71215.1
OG0000731	Deinococcus_radiodurans_aa	CAB12064.1, CAB12664.1	UDL01115.1
OG0000734	Rhodococcus_erythropolis_aa	CAB12089.1	ALU68395.1
OG0000734	Deinococcus_radiodurans_aa	CAB12089.1	UDL02033.1
OG0000736	Deinococcus_radiodurans_aa	CAB12099.2	UDL01383.1
OG0000736	Rhodococcus_erythropolis_aa	CAB12099.2	ALU69959.1
OG0000737	Rhodococcus_erythropolis_aa	CAB12107.1	ALU71624.1
OG0000737	Deinococcus_radiodurans_aa	CAB12107.1	UDL01971.1
OG0000738	Rhodococcus_erythropolis_aa	CAB12109.2	ALU71100.1
OG0000738	Deinococcus_radiodurans_aa	CAB12109.2	UDK99944.1
OG0000739	Deinococcus_radiodurans_aa	CAB12115.2, CAB15805.1	UDK99976.1
OG0000740	Rhodococcus_erythropolis_aa	CAB12126.2, CAB12124.1	ALU71703.1
OG0000741	Rhodococcus_erythropolis_aa	CAB15760.2, CAB12127.2	ALU71704.1
OG0000742	Deinococcus_radiodurans_aa	CAB12152.2, CAB16110.1	UDL00939.1
OG0000744	Rhodococcus_erythropolis_aa	CAB12192.1, CAB12729.1	ALU73543.1
OG0000746	Deinococcus_radiodurans_aa	CAB12194.1, CAB15837.1	UDL00510.1
OG0000747	Deinococcus_radiodurans_aa	CAB12195.1	UDK99674.1
OG0000747	Rhodococcus_erythropolis_aa	CAB12195.1	ALU68744.1
OG0000748	Rhodococcus_erythropolis_aa	CAB12203.2	ALU68092.1
OG0000748	Deinococcus_radiodurans_aa	CAB12203.2	UDL02050.1
OG0000749	Rhodococcus_erythropolis_aa	CAB13095.1, CAB12207.2	ALU70452.1
OG0000750	Deinococcus_radiodurans_aa	CAB12213.3	UDL02044.1
OG0000750	Rhodococcus_erythropolis_aa	CAB12213.3	ALU73081.1
OG0000751	Rhodococcus_erythropolis_aa	CAB12220.1	ALU70545.1
OG0000751	Deinococcus_radiodurans_aa	CAB12220.1	UDL00721.1
OG0000753	Rhodococcus_erythropolis_aa	CAB12254.1	ALU72050.1
OG0000753	Deinococcus_radiodurans_aa	CAB12254.1	UDL01529.1
OG0000754	Deinococcus_radiodurans_aa	CAB12263.1	UDK99551.1
OG0000754	Rhodococcus_erythropolis_aa	CAB12263.1	ALU71551.1
OG0000755	Rhodococcus_erythropolis_aa	CAB12264.1	ALU70585.1
OG0000755	Deinococcus_radiodurans_aa	CAB12264.1	UDK99936.1
OG0000756	Rhodococcus_erythropolis_aa	CAB12266.1	ALU69989.1, ALU69990.1
OG0000757	Rhodococcus_erythropolis_aa	CAB12287.1, CAB13973.1	ALU70520.1
OG0000758	Rhodococcus_erythropolis_aa	CAB15620.1, CAB12341.1	ALU70485.1
OG0000762	Rhodococcus_erythropolis_aa	CAB12369.1, CAB14651.2	ALU69712.1
OG0000763	Rhodococcus_erythropolis_aa	CAB12372.1	ALU68997.1, ALU70895.1
OG0000764	Rhodococcus_erythropolis_aa	CAB12389.1	ALU72321.1, ALU72329.1
OG0000766	Rhodococcus_erythropolis_aa	CAB12410.1	ALU71973.1
OG0000766	Deinococcus_radiodurans_aa	CAB12410.1	UDL01369.1
OG0000767	Rhodococcus_erythropolis_aa	CAB12411.1	ALU71972.1
OG0000767	Deinococcus_radiodurans_aa	CAB12411.1	UDK99924.1
OG0000768	Deinococcus_radiodurans_aa	CAB12412.1	UDL01445.1
OG0000768	Rhodococcus_erythropolis_aa	CAB12412.1	ALU71971.1
OG0000769	Rhodococcus_erythropolis_aa	CAB12413.1	ALU71970.1
OG0000769	Deinococcus_radiodurans_aa	CAB12413.1	UDK99570.1
OG0000770	Deinococcus_radiodurans_aa	CAB12415.1	UDL01565.1
OG0000770	Rhodococcus_erythropolis_aa	CAB12415.1	ALU71629.1
OG0000771	Rhodococcus_erythropolis_aa	CAB12416.1	ALU72232.1
OG0000771	Deinococcus_radiodurans_aa	CAB12416.1	UDL00085.1
OG0000772	Deinococcus_radiodurans_aa	CAB12421.2	UDK99786.1
OG0000772	Rhodococcus_erythropolis_aa	CAB12421.2	ALU71966.1
OG0000773	Rhodococcus_erythropolis_aa	CAB12422.1	ALU72348.1
OG0000773	Deinococcus_radiodurans_aa	CAB12422.1	UDK99787.1
OG0000774	Rhodococcus_erythropolis_aa	CAB12436.1	ALU70458.1
OG0000774	Deinococcus_radiodurans_aa	CAB12436.1	UDK99899.1
OG0000775	Deinococcus_radiodurans_aa	CAB15302.1, CAB12437.1	UDL00574.1
OG0000776	Rhodococcus_erythropolis_aa	CAB12449.1	ALU67864.1, ALU67820.1
OG0000777	Deinococcus_radiodurans_aa	CAB12455.2	UDL00938.1
OG0000777	Rhodococcus_erythropolis_aa	CAB12455.2	ALU71951.1
OG0000778	Deinococcus_radiodurans_aa	CAB12462.1	UDK99239.1
OG0000778	Rhodococcus_erythropolis_aa	CAB12462.1	ALU71771.1
OG0000779	Deinococcus_radiodurans_aa	CAB12463.2	UDK99240.1
OG0000779	Rhodococcus_erythropolis_aa	CAB12463.2	ALU71772.1
OG0000780	Deinococcus_radiodurans_aa	CAB12465.1	UDK99426.1
OG0000780	Rhodococcus_erythropolis_aa	CAB12465.1	ALU72833.1
OG0000781	Deinococcus_radiodurans_aa	CAB12466.1	UDK99424.1
OG0000781	Rhodococcus_erythropolis_aa	CAB12466.1	ALU72820.1
OG0000782	Deinococcus_radiodurans_aa	CAB12467.1	UDK99423.1
OG0000782	Rhodococcus_erythropolis_aa	CAB12467.1	ALU72819.1
OG0000783	Rhodococcus_erythropolis_aa	CAB12468.2	ALU69362.1
OG0000783	Deinococcus_radiodurans_aa	CAB12468.2	UDK99422.1
OG0000784	Rhodococcus_erythropolis_aa	CAB12469.2	ALU69366.1
OG0000784	Deinococcus_radiodurans_aa	CAB12469.2	UDK99420.1
OG0000785	Deinococcus_radiodurans_aa	CAB12470.2	UDL00505.1
OG0000785	Rhodococcus_erythropolis_aa	CAB12470.2	ALU69370.1
OG0000786	Deinococcus_radiodurans_aa	CAB12471.2	UDL01070.1
OG0000786	Rhodococcus_erythropolis_aa	CAB12471.2	ALU69760.1
OG0000787	Deinococcus_radiodurans_aa	CAB12472.2	UDL00027.1
OG0000787	Rhodococcus_erythropolis_aa	CAB12472.2	ALU69761.1
OG0000788	Deinococcus_radiodurans_aa	CAB12476.1, CAB13325.2	UDL02032.1
OG0000789	Rhodococcus_erythropolis_aa	CAB12481.1	ALU69752.1
OG0000789	Deinococcus_radiodurans_aa	CAB12481.1	UDL00844.1
OG0000790	Deinococcus_radiodurans_aa	CAB12482.1	UDL01107.1
OG0000790	Rhodococcus_erythropolis_aa	CAB12482.1	ALU71587.1
OG0000791	Deinococcus_radiodurans_aa	CAB12485.1	UDK99979.1
OG0000791	Rhodococcus_erythropolis_aa	CAB12485.1	ALU67660.1
OG0000792	Rhodococcus_erythropolis_aa	CAB12487.1	ALU71584.1
OG0000792	Deinococcus_radiodurans_aa	CAB12487.1	UDL00398.1
OG0000793	Deinococcus_radiodurans_aa	CAB12488.1	UDL00922.1
OG0000793	Rhodococcus_erythropolis_aa	CAB12488.1	ALU71583.1
OG0000794	Rhodococcus_erythropolis_aa	CAB12489.2	ALU71577.1
OG0000794	Deinococcus_radiodurans_aa	CAB12489.2	UDL01553.1
OG0000798	Rhodococcus_erythropolis_aa	CAB15255.1, CAB12535.1	ALU69255.1
OG0000800	Rhodococcus_erythropolis_aa	CAB12544.1, CAB14658.1	ALU72968.1
OG0000801	Deinococcus_radiodurans_aa	CAB12546.1	UDK99881.1
OG0000801	Rhodococcus_erythropolis_aa	CAB12546.1	ALU71761.1
OG0000802	Deinococcus_radiodurans_aa	CAB12551.1	UDL01720.1
OG0000802	Rhodococcus_erythropolis_aa	CAB12551.1	ALU68805.1
OG0000803	Rhodococcus_erythropolis_aa	CAB12553.1, CAB12785.1	ALU70120.1
OG0000804	Rhodococcus_erythropolis_aa	CAB12554.1, CAB15909.1	ALU68652.1
OG0000805	Deinococcus_radiodurans_aa	CAB12558.1	UDL01328.1
OG0000805	Rhodococcus_erythropolis_aa	CAB12558.1	ALU72726.1
OG0000806	Rhodococcus_erythropolis_aa	CAB12559.1	ALU72476.1
OG0000806	Deinococcus_radiodurans_aa	CAB12559.1	UDL01329.1
OG0000807	Rhodococcus_erythropolis_aa	CAB12588.1	ALU72488.1, ALU72831.1
OG0000808	Rhodococcus_erythropolis_aa	CAB12592.2	ALU72485.1
OG0000808	Deinococcus_radiodurans_aa	CAB12592.2	UDL01586.1
OG0000809	Deinococcus_radiodurans_aa	CAB12593.1	UDL00077.1
OG0000809	Rhodococcus_erythropolis_aa	CAB12593.1	ALU71533.1
OG0000810	Rhodococcus_erythropolis_aa	CAB12599.1, CAB12649.1	ALU70192.1
OG0000811	Rhodococcus_erythropolis_aa	CAB12650.1	ALU67901.1, ALU72437.1
OG0000812	Rhodococcus_erythropolis_aa	CAB12651.1	ALU72438.1, ALU67900.1
OG0000813	Rhodococcus_erythropolis_aa	CAB12676.1	ALU71443.1
OG0000813	Deinococcus_radiodurans_aa	CAB12676.1	UDL00448.1
OG0000814	Deinococcus_radiodurans_aa	CAB12681.1	UDL00430.1
OG0000814	Rhodococcus_erythropolis_aa	CAB12681.1	ALU71292.1
OG0000815	Rhodococcus_erythropolis_aa	CAB12691.1	ALU73111.1
OG0000815	Deinococcus_radiodurans_aa	CAB12691.1	UDL01307.1
OG0000816	Rhodococcus_erythropolis_aa	CAB12700.2	ALU70283.1
OG0000816	Deinococcus_radiodurans_aa	CAB12700.2	UDL00010.1
OG0000817	Rhodococcus_erythropolis_aa	CAB12707.2	ALU72386.1
OG0000817	Deinococcus_radiodurans_aa	CAB12707.2	UDL01948.1
OG0000818	Rhodococcus_erythropolis_aa	CAB15457.1, CAB12708.2	ALU71938.1
OG0000819	Deinococcus_radiodurans_aa	CAB12716.1	UDL01144.1
OG0000819	Rhodococcus_erythropolis_aa	CAB12716.1	ALU69779.1
OG0000820	Rhodococcus_erythropolis_aa	CAB12721.2	ALU71895.1
OG0000820	Deinococcus_radiodurans_aa	CAB12721.2	UDK99431.1
OG0000821	Deinococcus_radiodurans_aa	CAB13267.2, CAB12753.2	UDL01446.1
OG0000822	Rhodococcus_erythropolis_aa	CAB12756.1	ALU69586.1
OG0000822	Deinococcus_radiodurans_aa	CAB12756.1	UDL00987.1
OG0000824	Deinococcus_radiodurans_aa	CAB12804.1	UDK99232.1
OG0000824	Rhodococcus_erythropolis_aa	CAB12804.1	ALU70357.1
OG0000825	Rhodococcus_erythropolis_aa	CAB12825.2	ALU71236.1
OG0000825	Deinococcus_radiodurans_aa	CAB12825.2	UDL00283.1
OG0000826	Rhodococcus_erythropolis_aa	CAB12852.1	ALU71203.1
OG0000826	Deinococcus_radiodurans_aa	CAB12852.1	UDL00269.1
OG0000827	Deinococcus_radiodurans_aa	CAB12853.1	UDL00267.1
OG0000827	Rhodococcus_erythropolis_aa	CAB12853.1	ALU71016.1
OG0000828	Deinococcus_radiodurans_aa	CAB12854.1	UDL00266.1
OG0000828	Rhodococcus_erythropolis_aa	CAB12854.1	ALU71202.1
OG0000829	Deinococcus_radiodurans_aa	CAB12872.1	UDL00588.1
