Orthogroup	Species	Deinococcus_radiodurans_aa	Orthologs
OG0000665	Rhodococcus_erythropolis_aa	UDK99369.1	ALU73152.1
OG0000665	Bacillus_subtilis_aa	UDK99369.1	CAB11854.1
OG0000666	Rhodococcus_erythropolis_aa	UDK99370.1	ALU73151.1
OG0000666	Bacillus_subtilis_aa	UDK99370.1	CAB11855.1
OG0000667	Bacillus_subtilis_aa	UDK99561.1	CAB11858.1
OG0000667	Rhodococcus_erythropolis_aa	UDK99561.1	ALU73139.1
OG0000668	Bacillus_subtilis_aa	UDL00241.1	CAB11863.1
OG0000668	Rhodococcus_erythropolis_aa	UDL00241.1	ALU73097.1
OG0000669	Bacillus_subtilis_aa	UDL01595.1	CAB11866.1
OG0000669	Rhodococcus_erythropolis_aa	UDL01595.1	ALU73094.1
OG0000670	Rhodococcus_erythropolis_aa	UDK99430.1	ALU73093.1
OG0000670	Bacillus_subtilis_aa	UDK99430.1	CAB11867.1
OG0000671	Rhodococcus_erythropolis_aa	UDK99667.1	ALU71563.1
OG0000671	Bacillus_subtilis_aa	UDK99667.1	CAB11868.1
OG0000672	Rhodococcus_erythropolis_aa	UDL00750.1	ALU73092.1
OG0000672	Bacillus_subtilis_aa	UDL00750.1	CAB11870.1
OG0000673	Rhodococcus_erythropolis_aa	UDK99916.1	ALU73091.1
OG0000673	Bacillus_subtilis_aa	UDK99916.1	CAB11872.1
OG0000674	Bacillus_subtilis_aa	UDL01089.1	CAB11877.1
OG0000674	Rhodococcus_erythropolis_aa	UDL01089.1	ALU72158.1
OG0000675	Rhodococcus_erythropolis_aa	UDL01088.1	ALU72157.1
OG0000675	Bacillus_subtilis_aa	UDL01088.1	CAB11878.2
OG0000676	Rhodococcus_erythropolis_aa	UDL01087.1	ALU72156.1
OG0000676	Bacillus_subtilis_aa	UDL01087.1	CAB11879.2
OG0000677	Bacillus_subtilis_aa	UDL01086.1	CAB11880.2
OG0000677	Rhodococcus_erythropolis_aa	UDL01086.1	ALU72154.1
OG0000678	Bacillus_subtilis_aa	UDL01085.1	CAB11881.1
OG0000678	Rhodococcus_erythropolis_aa	UDL01085.1	ALU72153.1
OG0000679	Rhodococcus_erythropolis_aa	UDL00065.1	ALU72141.1
OG0000679	Bacillus_subtilis_aa	UDL00065.1	CAB11883.2
OG0000680	Rhodococcus_erythropolis_aa	UDL00064.1	ALU72140.1
OG0000680	Bacillus_subtilis_aa	UDL00064.1	CAB11884.2
OG0000681	Bacillus_subtilis_aa	UDK99500.1	CAB11886.2
OG0000681	Rhodococcus_erythropolis_aa	UDK99500.1	ALU72113.1
OG0000682	Rhodococcus_erythropolis_aa	UDK99501.1	ALU72112.1
OG0000682	Bacillus_subtilis_aa	UDK99501.1	CAB11887.2
OG0000683	Bacillus_subtilis_aa	UDK99502.1	CAB11888.2
OG0000683	Rhodococcus_erythropolis_aa	UDK99502.1	ALU72111.1
OG0000684	Bacillus_subtilis_aa	UDK99504.1	CAB11889.1
OG0000684	Rhodococcus_erythropolis_aa	UDK99504.1	ALU72110.1
OG0000685	Rhodococcus_erythropolis_aa	UDK99505.1	ALU72028.1
OG0000685	Bacillus_subtilis_aa	UDK99505.1	CAB11891.1
OG0000686	Rhodococcus_erythropolis_aa	UDK99506.1	ALU72027.1
OG0000686	Bacillus_subtilis_aa	UDK99506.1	CAB11892.1
OG0000687	Rhodococcus_erythropolis_aa	UDK99507.1	ALU72026.1
OG0000687	Bacillus_subtilis_aa	UDK99507.1	CAB11893.1
OG0000688	Rhodococcus_erythropolis_aa	UDK99508.1	ALU72025.1
OG0000688	Bacillus_subtilis_aa	UDK99508.1	CAB11894.2
OG0000689	Rhodococcus_erythropolis_aa	UDK99509.1	ALU72024.1
OG0000689	Bacillus_subtilis_aa	UDK99509.1	CAB11895.2
OG0000690	Bacillus_subtilis_aa	UDK99510.1	CAB11896.1
OG0000690	Rhodococcus_erythropolis_aa	UDK99510.1	ALU72023.1
OG0000691	Rhodococcus_erythropolis_aa	UDK99511.1	ALU72022.1
OG0000691	Bacillus_subtilis_aa	UDK99511.1	CAB11897.1
OG0000692	Rhodococcus_erythropolis_aa	UDK99512.1	ALU72021.1
OG0000692	Bacillus_subtilis_aa	UDK99512.1	CAB11898.2
OG0000693	Bacillus_subtilis_aa	UDL01641.1	CAB11899.1
OG0000693	Rhodococcus_erythropolis_aa	UDL01641.1	ALU72020.1
OG0000694	Bacillus_subtilis_aa	UDK99513.1	CAB11900.1
OG0000694	Rhodococcus_erythropolis_aa	UDK99513.1	ALU72019.1
OG0000695	Rhodococcus_erythropolis_aa	UDK99514.1	ALU72018.1
OG0000695	Bacillus_subtilis_aa	UDK99514.1	CAB11901.1
OG0000696	Rhodococcus_erythropolis_aa	UDK99515.1	ALU72017.1
OG0000696	Bacillus_subtilis_aa	UDK99515.1	CAB11902.1
OG0000697	Rhodococcus_erythropolis_aa	UDK99516.1	ALU72016.1
OG0000697	Bacillus_subtilis_aa	UDK99516.1	CAB11903.1
OG0000698	Bacillus_subtilis_aa	UDK99517.1	CAB11904.1
OG0000698	Rhodococcus_erythropolis_aa	UDK99517.1	ALU72015.1
OG0000699	Rhodococcus_erythropolis_aa	UDL01145.1	ALU72013.1
OG0000699	Bacillus_subtilis_aa	UDL01145.1	CAB11906.2
OG0000700	Rhodococcus_erythropolis_aa	UDL01146.1	ALU72012.1
OG0000700	Bacillus_subtilis_aa	UDL01146.1	CAB11907.1
OG0000701	Rhodococcus_erythropolis_aa	UDL01147.1	ALU72011.1
OG0000701	Bacillus_subtilis_aa	UDL01147.1	CAB11908.2
OG0000702	Bacillus_subtilis_aa	UDL01148.1	CAB11909.1
OG0000702	Rhodococcus_erythropolis_aa	UDL01148.1	ALU72010.1
OG0000703	Rhodococcus_erythropolis_aa	UDL01149.1	ALU72009.1
OG0000703	Bacillus_subtilis_aa	UDL01149.1	CAB11910.1
OG0000704	Bacillus_subtilis_aa	UDL01150.1	CAB11911.1
OG0000704	Rhodococcus_erythropolis_aa	UDL01150.1	ALU72008.1
OG0000705	Rhodococcus_erythropolis_aa	UDL01151.1	ALU72007.1
OG0000705	Bacillus_subtilis_aa	UDL01151.1	CAB11912.1
OG0000706	Bacillus_subtilis_aa	UDL01152.1	CAB11913.1
OG0000706	Rhodococcus_erythropolis_aa	UDL01152.1	ALU72006.1
OG0000707	Rhodococcus_erythropolis_aa	UDL01752.1	ALU72004.1
OG0000707	Bacillus_subtilis_aa	UDL01752.1	CAB11915.1
OG0000708	Bacillus_subtilis_aa	UDL01158.1	CAB11916.1
OG0000708	Rhodococcus_erythropolis_aa	UDL01158.1	ALU72003.1
OG0000709	Bacillus_subtilis_aa	UDL01159.1	CAB11917.2
OG0000709	Rhodococcus_erythropolis_aa	UDL01159.1	ALU72002.1
OG0000710	Bacillus_subtilis_aa	UDL01160.1	CAB11918.1
OG0000710	Rhodococcus_erythropolis_aa	UDL01160.1	ALU72001.1
OG0000711	Rhodococcus_erythropolis_aa	UDL01162.1	ALU71999.1
OG0000711	Bacillus_subtilis_aa	UDL01162.1	CAB11919.1
OG0000712	Rhodococcus_erythropolis_aa	UDL01163.1	ALU71998.1
OG0000712	Bacillus_subtilis_aa	UDL01163.1	CAB11920.1
OG0000713	Rhodococcus_erythropolis_aa	UDL01480.1	ALU71301.1
OG0000713	Bacillus_subtilis_aa	UDL01480.1	CAB11921.2
OG0000714	Bacillus_subtilis_aa	UDL01479.1	CAB11923.2
OG0000714	Rhodococcus_erythropolis_aa	UDL01479.1	ALU71302.1
OG0000715	Bacillus_subtilis_aa	UDL01312.1	CAB11924.2
OG0000715	Rhodococcus_erythropolis_aa	UDL01312.1	ALU71997.1
OG0000716	Bacillus_subtilis_aa	UDK99374.1	CAB11925.2
OG0000716	Rhodococcus_erythropolis_aa	UDK99374.1	ALU71985.1
OG0000717	Bacillus_subtilis_aa	UDK99375.1	CAB11926.1
OG0000717	Rhodococcus_erythropolis_aa	UDK99375.1	ALU71984.1
OG0000718	Rhodococcus_erythropolis_aa	UDL00143.1	ALU70020.1
OG0000718	Bacillus_subtilis_aa	UDL00143.1	CAB11930.1
OG0000720	Bacillus_subtilis_aa	UDL00450.1	CAB11942.1
OG0000720	Rhodococcus_erythropolis_aa	UDL00450.1	ALU72757.1
OG0000721	Rhodococcus_erythropolis_aa	UDL01984.1	ALU70464.1
OG0000721	Bacillus_subtilis_aa	UDL01984.1	CAB11943.2
OG0000722	Rhodococcus_erythropolis_aa	UDL01982.1	ALU72662.1
OG0000722	Bacillus_subtilis_aa	UDL01982.1	CAB11946.1
OG0000723	Rhodococcus_erythropolis_aa	UDL01109.1	ALU71983.1
OG0000723	Bacillus_subtilis_aa	UDL01109.1	CAB11953.1
OG0000728	Rhodococcus_erythropolis_aa	UDL00235.1	ALU70905.1
OG0000728	Bacillus_subtilis_aa	UDL00235.1	CAB12027.1
OG0000731	Bacillus_subtilis_aa	UDL01115.1	CAB12064.1, CAB12664.1
OG0000734	Bacillus_subtilis_aa	UDL02033.1	CAB12089.1
OG0000734	Rhodococcus_erythropolis_aa	UDL02033.1	ALU68395.1
OG0000736	Bacillus_subtilis_aa	UDL01383.1	CAB12099.2
OG0000736	Rhodococcus_erythropolis_aa	UDL01383.1	ALU69959.1
OG0000737	Rhodococcus_erythropolis_aa	UDL01971.1	ALU71624.1
OG0000737	Bacillus_subtilis_aa	UDL01971.1	CAB12107.1
OG0000738	Rhodococcus_erythropolis_aa	UDK99944.1	ALU71100.1
OG0000738	Bacillus_subtilis_aa	UDK99944.1	CAB12109.2
OG0000739	Bacillus_subtilis_aa	UDK99976.1	CAB12115.2, CAB15805.1
OG0000742	Bacillus_subtilis_aa	UDL00939.1	CAB12152.2, CAB16110.1
OG0000746	Bacillus_subtilis_aa	UDL00510.1	CAB12194.1, CAB15837.1
OG0000747	Rhodococcus_erythropolis_aa	UDK99674.1	ALU68744.1
OG0000747	Bacillus_subtilis_aa	UDK99674.1	CAB12195.1
OG0000748	Bacillus_subtilis_aa	UDL02050.1	CAB12203.2
OG0000748	Rhodococcus_erythropolis_aa	UDL02050.1	ALU68092.1
OG0000750	Rhodococcus_erythropolis_aa	UDL02044.1	ALU73081.1
OG0000750	Bacillus_subtilis_aa	UDL02044.1	CAB12213.3
OG0000751	Bacillus_subtilis_aa	UDL00721.1	CAB12220.1
OG0000751	Rhodococcus_erythropolis_aa	UDL00721.1	ALU70545.1
OG0000753	Bacillus_subtilis_aa	UDL01529.1	CAB12254.1
OG0000753	Rhodococcus_erythropolis_aa	UDL01529.1	ALU72050.1
OG0000754	Bacillus_subtilis_aa	UDK99551.1	CAB12263.1
OG0000754	Rhodococcus_erythropolis_aa	UDK99551.1	ALU71551.1
OG0000755	Bacillus_subtilis_aa	UDK99936.1	CAB12264.1
OG0000755	Rhodococcus_erythropolis_aa	UDK99936.1	ALU70585.1
OG0000766	Rhodococcus_erythropolis_aa	UDL01369.1	ALU71973.1
OG0000766	Bacillus_subtilis_aa	UDL01369.1	CAB12410.1
OG0000767	Rhodococcus_erythropolis_aa	UDK99924.1	ALU71972.1
OG0000767	Bacillus_subtilis_aa	UDK99924.1	CAB12411.1
OG0000768	Bacillus_subtilis_aa	UDL01445.1	CAB12412.1
OG0000768	Rhodococcus_erythropolis_aa	UDL01445.1	ALU71971.1
OG0000769	Rhodococcus_erythropolis_aa	UDK99570.1	ALU71970.1
OG0000769	Bacillus_subtilis_aa	UDK99570.1	CAB12413.1
OG0000770	Rhodococcus_erythropolis_aa	UDL01565.1	ALU71629.1
OG0000770	Bacillus_subtilis_aa	UDL01565.1	CAB12415.1
OG0000771	Rhodococcus_erythropolis_aa	UDL00085.1	ALU72232.1
OG0000771	Bacillus_subtilis_aa	UDL00085.1	CAB12416.1
OG0000772	Bacillus_subtilis_aa	UDK99786.1	CAB12421.2
OG0000772	Rhodococcus_erythropolis_aa	UDK99786.1	ALU71966.1
OG0000773	Bacillus_subtilis_aa	UDK99787.1	CAB12422.1
OG0000773	Rhodococcus_erythropolis_aa	UDK99787.1	ALU72348.1
OG0000774	Rhodococcus_erythropolis_aa	UDK99899.1	ALU70458.1
OG0000774	Bacillus_subtilis_aa	UDK99899.1	CAB12436.1
OG0000775	Bacillus_subtilis_aa	UDL00574.1	CAB15302.1, CAB12437.1
OG0000777	Rhodococcus_erythropolis_aa	UDL00938.1	ALU71951.1
OG0000777	Bacillus_subtilis_aa	UDL00938.1	CAB12455.2
OG0000778	Bacillus_subtilis_aa	UDK99239.1	CAB12462.1
OG0000778	Rhodococcus_erythropolis_aa	UDK99239.1	ALU71771.1
OG0000779	Bacillus_subtilis_aa	UDK99240.1	CAB12463.2
OG0000779	Rhodococcus_erythropolis_aa	UDK99240.1	ALU71772.1
OG0000780	Bacillus_subtilis_aa	UDK99426.1	CAB12465.1
OG0000780	Rhodococcus_erythropolis_aa	UDK99426.1	ALU72833.1
OG0000781	Bacillus_subtilis_aa	UDK99424.1	CAB12466.1
OG0000781	Rhodococcus_erythropolis_aa	UDK99424.1	ALU72820.1
OG0000782	Bacillus_subtilis_aa	UDK99423.1	CAB12467.1
OG0000782	Rhodococcus_erythropolis_aa	UDK99423.1	ALU72819.1
OG0000783	Rhodococcus_erythropolis_aa	UDK99422.1	ALU69362.1
OG0000783	Bacillus_subtilis_aa	UDK99422.1	CAB12468.2
OG0000784	Bacillus_subtilis_aa	UDK99420.1	CAB12469.2
OG0000784	Rhodococcus_erythropolis_aa	UDK99420.1	ALU69366.1
OG0000785	Bacillus_subtilis_aa	UDL00505.1	CAB12470.2
OG0000785	Rhodococcus_erythropolis_aa	UDL00505.1	ALU69370.1
OG0000786	Bacillus_subtilis_aa	UDL01070.1	CAB12471.2
OG0000786	Rhodococcus_erythropolis_aa	UDL01070.1	ALU69760.1
OG0000787	Rhodococcus_erythropolis_aa	UDL00027.1	ALU69761.1
OG0000787	Bacillus_subtilis_aa	UDL00027.1	CAB12472.2
OG0000788	Bacillus_subtilis_aa	UDL02032.1	CAB12476.1, CAB13325.2
OG0000789	Rhodococcus_erythropolis_aa	UDL00844.1	ALU69752.1
OG0000789	Bacillus_subtilis_aa	UDL00844.1	CAB12481.1
OG0000790	Bacillus_subtilis_aa	UDL01107.1	CAB12482.1
OG0000790	Rhodococcus_erythropolis_aa	UDL01107.1	ALU71587.1
OG0000791	Rhodococcus_erythropolis_aa	UDK99979.1	ALU67660.1
OG0000791	Bacillus_subtilis_aa	UDK99979.1	CAB12485.1
OG0000792	Bacillus_subtilis_aa	UDL00398.1	CAB12487.1
OG0000792	Rhodococcus_erythropolis_aa	UDL00398.1	ALU71584.1
OG0000793	Bacillus_subtilis_aa	UDL00922.1	CAB12488.1
OG0000793	Rhodococcus_erythropolis_aa	UDL00922.1	ALU71583.1
OG0000794	Rhodococcus_erythropolis_aa	UDL01553.1	ALU71577.1
OG0000794	Bacillus_subtilis_aa	UDL01553.1	CAB12489.2
OG0000801	Bacillus_subtilis_aa	UDK99881.1	CAB12546.1
OG0000801	Rhodococcus_erythropolis_aa	UDK99881.1	ALU71761.1
OG0000802	Bacillus_subtilis_aa	UDL01720.1	CAB12551.1
OG0000802	Rhodococcus_erythropolis_aa	UDL01720.1	ALU68805.1
OG0000805	Bacillus_subtilis_aa	UDL01328.1	CAB12558.1
OG0000805	Rhodococcus_erythropolis_aa	UDL01328.1	ALU72726.1
OG0000806	Bacillus_subtilis_aa	UDL01329.1	CAB12559.1
OG0000806	Rhodococcus_erythropolis_aa	UDL01329.1	ALU72476.1
OG0000808	Bacillus_subtilis_aa	UDL01586.1	CAB12592.2
OG0000808	Rhodococcus_erythropolis_aa	UDL01586.1	ALU72485.1
OG0000809	Bacillus_subtilis_aa	UDL00077.1	CAB12593.1
OG0000809	Rhodococcus_erythropolis_aa	UDL00077.1	ALU71533.1
OG0000813	Rhodococcus_erythropolis_aa	UDL00448.1	ALU71443.1
OG0000813	Bacillus_subtilis_aa	UDL00448.1	CAB12676.1
OG0000814	Rhodococcus_erythropolis_aa	UDL00430.1	ALU71292.1
OG0000814	Bacillus_subtilis_aa	UDL00430.1	CAB12681.1
OG0000815	Rhodococcus_erythropolis_aa	UDL01307.1	ALU73111.1
OG0000815	Bacillus_subtilis_aa	UDL01307.1	CAB12691.1
OG0000816	Rhodococcus_erythropolis_aa	UDL00010.1	ALU70283.1
OG0000816	Bacillus_subtilis_aa	UDL00010.1	CAB12700.2
OG0000817	Rhodococcus_erythropolis_aa	UDL01948.1	ALU72386.1
OG0000817	Bacillus_subtilis_aa	UDL01948.1	CAB12707.2
OG0000819	Bacillus_subtilis_aa	UDL01144.1	CAB12716.1
OG0000819	Rhodococcus_erythropolis_aa	UDL01144.1	ALU69779.1
OG0000820	Rhodococcus_erythropolis_aa	UDK99431.1	ALU71895.1
OG0000820	Bacillus_subtilis_aa	UDK99431.1	CAB12721.2
OG0000821	Bacillus_subtilis_aa	UDL01446.1	CAB13267.2, CAB12753.2
OG0000822	Rhodococcus_erythropolis_aa	UDL00987.1	ALU69586.1
OG0000822	Bacillus_subtilis_aa	UDL00987.1	CAB12756.1
OG0000824	Rhodococcus_erythropolis_aa	UDK99232.1	ALU70357.1
OG0000824	Bacillus_subtilis_aa	UDK99232.1	CAB12804.1
OG0000825	Bacillus_subtilis_aa	UDL00283.1	CAB12825.2
OG0000825	Rhodococcus_erythropolis_aa	UDL00283.1	ALU71236.1
OG0000826	Rhodococcus_erythropolis_aa	UDL00269.1	ALU71203.1
OG0000826	Bacillus_subtilis_aa	UDL00269.1	CAB12852.1
OG0000827	Bacillus_subtilis_aa	UDL00267.1	CAB12853.1
OG0000827	Rhodococcus_erythropolis_aa	UDL00267.1	ALU71016.1
OG0000828	Rhodococcus_erythropolis_aa	UDL00266.1	ALU71202.1
OG0000828	Bacillus_subtilis_aa	UDL00266.1	CAB12854.1
OG0000829	Bacillus_subtilis_aa	UDL00588.1	CAB12872.1
OG0000829	Rhodococcus_erythropolis_aa	UDL00588.1	ALU69052.1
OG0000830	Bacillus_subtilis_aa	UDL01481.1	CAB12877.1
OG0000830	Rhodococcus_erythropolis_aa	UDL01481.1	ALU71300.1
OG0000833	Bacillus_subtilis_aa	UDL02174.1	CAB12898.1, CAB14305.2
OG0000834	Bacillus_subtilis_aa	UDL00980.1	CAB12904.3
OG0000834	Rhodococcus_erythropolis_aa	UDL00980.1	ALU69948.1
OG0000835	Rhodococcus_erythropolis_aa	UDL00981.1	ALU69949.1
OG0000835	Bacillus_subtilis_aa	UDL00981.1	CAB12905.2
OG0000836	Bacillus_subtilis_aa	UDL01493.1, UDL01698.1	CAB12906.1
OG0000838	Bacillus_subtilis_aa	UDL00021.1	CAB12920.1
OG0000838	Rhodococcus_erythropolis_aa	UDL00021.1	ALU70570.1
OG0000839	Bacillus_subtilis_aa	UDL01796.1	CAB12932.2, CAB13433.1
OG0000840	Rhodococcus_erythropolis_aa	UDL01195.1	ALU71032.1
OG0000840	Bacillus_subtilis_aa	UDL01195.1	CAB12956.1
OG0000842	Rhodococcus_erythropolis_aa	UDL00108.1	ALU70808.1
OG0000842	Bacillus_subtilis_aa	UDL00108.1	CAB12960.2
OG0000843	Bacillus_subtilis_aa	UDL00782.1	CAB12961.2
OG0000843	Rhodococcus_erythropolis_aa	UDL00782.1	ALU70809.1
OG0000844	Rhodococcus_erythropolis_aa	UDL01455.1	ALU70810.1
OG0000844	Bacillus_subtilis_aa	UDL01455.1	CAB12962.1
OG0000845	Bacillus_subtilis_aa	UDK99291.1	CAB12966.1
OG0000845	Rhodococcus_erythropolis_aa	UDK99291.1	ALU70812.1
OG0000846	Rhodococcus_erythropolis_aa	UDL00993.1	ALU70467.1
OG0000846	Bacillus_subtilis_aa	UDL00993.1	CAB12975.1
OG0000847	Rhodococcus_erythropolis_aa	UDK99738.1	ALU71878.1
OG0000847	Bacillus_subtilis_aa	UDK99738.1	CAB12999.1
OG0000850	Rhodococcus_erythropolis_aa	UDL00147.1	ALU70321.1
OG0000850	Bacillus_subtilis_aa	UDL00147.1	CAB13013.1
OG0000852	Rhodococcus_erythropolis_aa	UDL01273.1	ALU71128.1
OG0000852	Bacillus_subtilis_aa	UDL01273.1	CAB13020.1
OG0000853	Bacillus_subtilis_aa	UDL01945.1	CAB13026.1
OG0000853	Rhodococcus_erythropolis_aa	UDL01945.1	ALU72392.1
OG0000854	Rhodococcus_erythropolis_aa	UDL01944.1	ALU72387.1
OG0000854	Bacillus_subtilis_aa	UDL01944.1	CAB13028.1
OG0000855	Bacillus_subtilis_aa	UDL01016.1	CAB13029.2
OG0000855	Rhodococcus_erythropolis_aa	UDL01016.1	ALU71017.1
OG0000862	Rhodococcus_erythropolis_aa	UDL00909.1	ALU72873.1
OG0000862	Bacillus_subtilis_aa	UDL00909.1	CAB13149.2
OG0000863	Bacillus_subtilis_aa	UDL01742.1	CAB13154.2, CAB13809.1
OG0000864	Bacillus_subtilis_aa	UDL00935.1	CAB13155.1
OG0000864	Rhodococcus_erythropolis_aa	UDL00935.1	ALU68824.1
OG0000865	Bacillus_subtilis_aa	UDL02010.1	CAB13161.1
OG0000865	Rhodococcus_erythropolis_aa	UDL02010.1	ALU68697.1
OG0000866	Bacillus_subtilis_aa	UDL01456.1	CAB13746.2, CAB13165.1
OG0000867	Rhodococcus_erythropolis_aa	UDK99764.1	ALU73458.1
OG0000867	Bacillus_subtilis_aa	UDK99764.1	CAB13168.2
OG0000868	Rhodococcus_erythropolis_aa	UDL00893.1	ALU70356.1
OG0000868	Bacillus_subtilis_aa	UDL00893.1	CAB13169.2
OG0000869	Rhodococcus_erythropolis_aa	UDL00892.1	ALU70367.1
OG0000869	Bacillus_subtilis_aa	UDL00892.1	CAB13170.2
OG0000871	Rhodococcus_erythropolis_aa	UDK99911.1	ALU69786.1
OG0000871	Bacillus_subtilis_aa	UDK99911.1	CAB13182.1
OG0000872	Bacillus_subtilis_aa	UDL00212.1	CAB13192.2, CAB14110.1
OG0000874	Bacillus_subtilis_aa	UDL00748.1	CAB13223.1, CAB15088.1
OG0000875	Bacillus_subtilis_aa	UDL01598.1	CAB13303.1
OG0000875	Rhodococcus_erythropolis_aa	UDL01598.1	ALU71630.1
OG0000876	Bacillus_subtilis_aa	UDL02201.1	CAB13312.1
OG0000876	Rhodococcus_erythropolis_aa	UDL02201.1	ALU71275.1
OG0000877	Bacillus_subtilis_aa	UDL02200.1	CAB13313.1
OG0000877	Rhodococcus_erythropolis_aa	UDL02200.1	ALU71276.1
OG0000879	Bacillus_subtilis_aa	UDL00746.1	CAB15087.1, CAB13324.1
OG0000880	Rhodococcus_erythropolis_aa	UDL00125.1	ALU68259.1
OG0000880	Bacillus_subtilis_aa	UDL00125.1	CAB13332.1
OG0000881	Bacillus_subtilis_aa	UDL00780.1	CAB13340.1
OG0000881	Rhodococcus_erythropolis_aa	UDL00780.1	ALU71232.1
OG0000882	Bacillus_subtilis_aa	UDL00328.1	CAB13350.1
OG0000882	Rhodococcus_erythropolis_aa	UDL00328.1	ALU69984.1
OG0000885	Bacillus_subtilis_aa	UDK99821.1	CAB13374.2
OG0000885	Rhodococcus_erythropolis_aa	UDK99821.1	ALU71542.1
OG0000886	Rhodococcus_erythropolis_aa	UDK99820.1	ALU71541.1
OG0000886	Bacillus_subtilis_aa	UDK99820.1	CAB13375.1
OG0000888	Bacillus_subtilis_aa	UDL00930.1	CAB13386.1
OG0000888	Rhodococcus_erythropolis_aa	UDL00930.1	ALU70580.1
OG0000889	Bacillus_subtilis_aa	UDL01503.1	CAB13393.1
OG0000889	Rhodococcus_erythropolis_aa	UDL01503.1	ALU70587.1
OG0000890	Bacillus_subtilis_aa	UDK99804.1	CAB13395.2
OG0000890	Rhodococcus_erythropolis_aa	UDK99804.1	ALU70589.1
OG0000891	Rhodococcus_erythropolis_aa	UDK99806.1	ALU72269.1
OG0000891	Bacillus_subtilis_aa	UDK99806.1	CAB13396.1
OG0000893	Bacillus_subtilis_aa	UDK99809.1	CAB13402.2
OG0000893	Rhodococcus_erythropolis_aa	UDK99809.1	ALU70592.1
OG0000894	Bacillus_subtilis_aa	UDL01015.1	CAB13411.1
OG0000894	Rhodococcus_erythropolis_aa	UDL01015.1	ALU70593.1
OG0000895	Rhodococcus_erythropolis_aa	UDL00482.1	ALU70594.1
OG0000895	Bacillus_subtilis_aa	UDL00482.1	CAB13412.1
OG0000896	Bacillus_subtilis_aa	UDL00451.1	CAB13417.2
OG0000896	Rhodococcus_erythropolis_aa	UDL00451.1	ALU70600.1
OG0000898	Rhodococcus_erythropolis_aa	UDL01407.1	ALU70607.1
OG0000898	Bacillus_subtilis_aa	UDL01407.1	CAB13419.1
OG0000899	Rhodococcus_erythropolis_aa	UDL00246.1	ALU71093.1
OG0000899	Bacillus_subtilis_aa	UDL00246.1	CAB13421.1
OG0000900	Bacillus_subtilis_aa	UDL00245.1	CAB13423.2
OG0000900	Rhodococcus_erythropolis_aa	UDL00245.1	ALU71092.1
OG0000901	Bacillus_subtilis_aa	UDL00242.1	CAB13424.2
OG0000901	Rhodococcus_erythropolis_aa	UDL00242.1	ALU71091.1
OG0000902	Bacillus_subtilis_aa	UDK99683.1	CAB13428.1
OG0000902	Rhodococcus_erythropolis_aa	UDK99683.1	ALU70881.1
OG0000903	Bacillus_subtilis_aa	UDK99631.1	CAB13430.1
OG0000903	Rhodococcus_erythropolis_aa	UDK99631.1	ALU72477.1
OG0000905	Rhodococcus_erythropolis_aa	UDL01311.1	ALU71084.1
OG0000905	Bacillus_subtilis_aa	UDL01311.1	CAB13441.2
OG0000906	Rhodococcus_erythropolis_aa	UDK99760.1	ALU71082.1
OG0000906	Bacillus_subtilis_aa	UDK99760.1	CAB13443.1
OG0000907	Rhodococcus_erythropolis_aa	UDL01597.1	ALU71080.1
OG0000907	Bacillus_subtilis_aa	UDL01597.1	CAB13444.1
OG0000908	Bacillus_subtilis_aa	UDL01447.1	CAB13445.1
OG0000908	Rhodococcus_erythropolis_aa	UDL01447.1	ALU72382.1
OG0000909	Rhodococcus_erythropolis_aa	UDL01448.1	ALU71075.1
OG0000909	Bacillus_subtilis_aa	UDL01448.1	CAB13446.1
OG0000910	Bacillus_subtilis_aa	UDL01198.1	CAB13447.1
OG0000910	Rhodococcus_erythropolis_aa	UDL01198.1	ALU71074.1
OG0000911	Rhodococcus_erythropolis_aa	UDL00082.1	ALU71487.1
OG0000911	Bacillus_subtilis_aa	UDL00082.1	CAB13448.1
OG0000912	Bacillus_subtilis_aa	UDL01519.1	CAB13449.1
OG0000912	Rhodococcus_erythropolis_aa	UDL01519.1	ALU68183.1
OG0000913	Rhodococcus_erythropolis_aa	UDL00512.1	ALU71072.1
OG0000913	Bacillus_subtilis_aa	UDL00512.1	CAB13452.1
OG0000914	Bacillus_subtilis_aa	UDK99578.1	CAB13457.1
OG0000914	Rhodococcus_erythropolis_aa	UDK99578.1	ALU71545.1
OG0000915	Rhodococcus_erythropolis_aa	UDK99566.1	ALU71466.1
OG0000915	Bacillus_subtilis_aa	UDK99566.1	CAB13459.1
OG0000916	Bacillus_subtilis_aa	UDL00994.1	CAB13465.1
OG0000916	Rhodococcus_erythropolis_aa	UDL00994.1	ALU70468.1
OG0000917	Rhodococcus_erythropolis_aa	UDL01303.1	ALU71537.1
OG0000917	Bacillus_subtilis_aa	UDL01303.1	CAB13466.1
OG0000918	Bacillus_subtilis_aa	UDL00572.1	CAB13467.2
OG0000918	Rhodococcus_erythropolis_aa	UDL00572.1	ALU71532.1
OG0000919	Rhodococcus_erythropolis_aa	UDL01283.1	ALU71531.1
OG0000919	Bacillus_subtilis_aa	UDL01283.1	CAB13468.1
OG0000920	Rhodococcus_erythropolis_aa	UDL00902.1	ALU71527.1
OG0000920	Bacillus_subtilis_aa	UDL00902.1	CAB13471.1
