Orthogroup	Species	Rhodococcus_erythropolis_aa	Orthologs
OG0000527	Deinococcus_radiodurans_aa	ALU72849.1, ALU68011.1	UDL00469.1
OG0000528	Bacillus_subtilis_aa	ALU69651.1	CAB15752.1, CAB15676.1, CAB15747.1
OG0000529	Bacillus_subtilis_aa	ALU69462.1, ALU71359.1	CAB15677.1
OG0000529	Deinococcus_radiodurans_aa	ALU69462.1, ALU71359.1	UDL00714.1
OG0000530	Bacillus_subtilis_aa	ALU69394.1, ALU67942.1	CAB15683.1
OG0000530	Deinococcus_radiodurans_aa	ALU69394.1, ALU67942.1	UDL02067.1
OG0000531	Deinococcus_radiodurans_aa	ALU70251.1	UDL00259.1
OG0000531	Bacillus_subtilis_aa	ALU70251.1	CAB15693.1, CAB15727.2
OG0000532	Bacillus_subtilis_aa	ALU68332.1, ALU71834.1	CAB15706.1
OG0000532	Deinococcus_radiodurans_aa	ALU68332.1, ALU71834.1	UDL00655.1
OG0000533	Bacillus_subtilis_aa	ALU69929.1, ALU70238.1	CAB15707.1
OG0000533	Deinococcus_radiodurans_aa	ALU69929.1, ALU70238.1	UDK99254.1
OG0000534	Bacillus_subtilis_aa	ALU72727.1, ALU70237.1	CAB15712.1
OG0000534	Deinococcus_radiodurans_aa	ALU72727.1, ALU70237.1	UDL00927.1
OG0000535	Bacillus_subtilis_aa	ALU72460.1	CAB16003.1, CAB15729.1
OG0000535	Deinococcus_radiodurans_aa	ALU72460.1	UDL00679.1
OG0000536	Bacillus_subtilis_aa	ALU68663.1, ALU68645.1	CAB15908.1
OG0000536	Deinococcus_radiodurans_aa	ALU68663.1, ALU68645.1	UDL01985.1
OG0000537	Deinococcus_radiodurans_aa	ALU69094.1	UDK99826.1
OG0000537	Bacillus_subtilis_aa	ALU69094.1	CAB16069.1, CAB15974.1
OG0000538	Bacillus_subtilis_aa	ALU73737.1, ALU71850.1, ALU71871.1	CAB16008.1
OG0000539	Bacillus_subtilis_aa	ALU69924.1	CAB16119.1, CAB16116.1
OG0000539	Deinococcus_radiodurans_aa	ALU69924.1	UDL00008.1
OG0000540	Bacillus_subtilis_aa	ALU72384.1, ALU71881.1	CAB16125.1
OG0000540	Deinococcus_radiodurans_aa	ALU72384.1, ALU71881.1	UDK99545.1
OG0000541	Bacillus_subtilis_aa	ALU69778.1, ALU68384.1	CAB16126.2
OG0000541	Deinococcus_radiodurans_aa	ALU69778.1, ALU68384.1	UDK99310.1
OG0000542	Bacillus_subtilis_aa	ALU68221.1, ALU70834.1	CAB16134.1
OG0000542	Deinococcus_radiodurans_aa	ALU68221.1, ALU70834.1	UDK99229.1
OG0000543	Bacillus_subtilis_aa	ALU72374.1	CAE01465.2
OG0000543	Deinococcus_radiodurans_aa	ALU72374.1	UDL00041.1, UDK99917.1
OG0000544	Bacillus_subtilis_aa	ALU68149.1, ALU70861.1, ALU70987.1	CAX52582.1
OG0000545	Deinococcus_radiodurans_aa	ALU72869.1, ALU69227.1	UDK99258.1, UDL02204.1
OG0000546	Deinococcus_radiodurans_aa	ALU68926.1	UDK99402.1, UDK99676.1, UDL01295.1
OG0000549	Deinococcus_radiodurans_aa	ALU69191.1, ALU71652.1, ALU69641.1	UDK99598.1
OG0000550	Deinococcus_radiodurans_aa	ALU67742.1	UDK99627.1, UDL00298.1, UDL01013.1
OG0000551	Deinococcus_radiodurans_aa	ALU68152.1	UDK99782.1
OG0000551	Deinococcus_radiodurans_aa	ALU72207.1	UDL01561.1
OG0000552	Deinococcus_radiodurans_aa	ALU69369.1, ALU69368.1, ALU69367.1	UDK99803.1
OG0000553	Deinococcus_radiodurans_aa	ALU72698.1, ALU68129.1, ALU72354.1	UDK99892.1
OG0000555	Deinococcus_radiodurans_aa	ALU67691.1, ALU69072.1, ALU70876.1	UDL00376.1
OG0000556	Deinococcus_radiodurans_aa	ALU71217.1, ALU68716.1	UDL00446.1, UDL01133.1
OG0000557	Deinococcus_radiodurans_aa	ALU69063.1, ALU69417.1, ALU73025.1	UDL00465.1
OG0000558	Deinococcus_radiodurans_aa	ALU69956.1, ALU70906.1, ALU69431.1	UDL00763.1
OG0000559	Deinococcus_radiodurans_aa	ALU69763.1	UDL01549.1, UDL00974.1, UDL02160.1
OG0000560	Deinococcus_radiodurans_aa	ALU70282.1, ALU68101.1	UDL01062.1, UDL01069.1
OG0000561	Deinococcus_radiodurans_aa	ALU69401.1	UDL01094.1, UDL01934.1, UDL01269.1
OG0000562	Deinococcus_radiodurans_aa	ALU73170.1, ALU67646.1, ALU73165.1	UDL01248.1
OG0000563	Deinococcus_radiodurans_aa	ALU70776.1, ALU72642.1, ALU72417.1	UDL01300.1
OG0000564	Deinococcus_radiodurans_aa	ALU70935.1, ALU69787.1	UDL02216.1, UDL01347.1
OG0000565	Deinococcus_radiodurans_aa	ALU72744.1, ALU68459.1	UDL02015.1, UDL01380.1
OG0000566	Deinococcus_radiodurans_aa	ALU69886.1, ALU72559.1, ALU71599.1	UDL01657.1
OG0000568	Deinococcus_radiodurans_aa	ALU73667.1, ALU73658.1, ALU67776.1	UDL01988.1
OG0000569	Deinococcus_radiodurans_aa	ALU72516.1, ALU72314.1, ALU69701.1	UDL02026.1
OG0000571	Deinococcus_radiodurans_aa	ALU68182.1, ALU70868.1, ALU68181.1	UDL02081.1
OG0000633	Bacillus_subtilis_aa	ALU68213.1	CAB11777.1
OG0000633	Deinococcus_radiodurans_aa	ALU68213.1	UDK99218.1
OG0000634	Deinococcus_radiodurans_aa	ALU68212.1	UDK99217.1
OG0000634	Bacillus_subtilis_aa	ALU68212.1	CAB11778.1
OG0000635	Deinococcus_radiodurans_aa	ALU68148.1	UDL01700.1
OG0000635	Bacillus_subtilis_aa	ALU68148.1	CAB11779.1
OG0000636	Deinococcus_radiodurans_aa	ALU68210.1	UDL00224.1
OG0000636	Bacillus_subtilis_aa	ALU68210.1	CAB11780.1
OG0000637	Bacillus_subtilis_aa	ALU68204.1	CAB11783.1
OG0000637	Deinococcus_radiodurans_aa	ALU68204.1	UDL00973.1
OG0000638	Deinococcus_radiodurans_aa	ALU71956.1	UDL00941.1
OG0000638	Bacillus_subtilis_aa	ALU71956.1	CAB11785.1
OG0000639	Deinococcus_radiodurans_aa	ALU71180.1	UDL00481.1
OG0000639	Bacillus_subtilis_aa	ALU71180.1	CAB11787.1
OG0000640	Bacillus_subtilis_aa	ALU71174.1	CAB11788.1
OG0000640	Deinococcus_radiodurans_aa	ALU71174.1	UDL00480.1
OG0000641	Deinococcus_radiodurans_aa	ALU68028.1	UDL00399.1
OG0000641	Bacillus_subtilis_aa	ALU68028.1	CAB11789.1
OG0000643	Bacillus_subtilis_aa	ALU70266.1	CAB11793.1, CAB15164.1
OG0000644	Deinococcus_radiodurans_aa	ALU67867.1	UDL01430.1
OG0000644	Bacillus_subtilis_aa	ALU67867.1	CAB11795.2
OG0000645	Deinococcus_radiodurans_aa	ALU67853.1	UDK99399.1
OG0000645	Bacillus_subtilis_aa	ALU67853.1	CAB11796.1
OG0000646	Deinococcus_radiodurans_aa	ALU67852.1	UDK99398.1
OG0000646	Bacillus_subtilis_aa	ALU67852.1	CAB11797.1
OG0000647	Bacillus_subtilis_aa	ALU68408.1	CAB13336.1, CAB11803.1
OG0000648	Deinococcus_radiodurans_aa	ALU71744.1	UDK99319.1
OG0000648	Bacillus_subtilis_aa	ALU71744.1	CAB11804.2
OG0000649	Deinococcus_radiodurans_aa	ALU69813.1	UDK99814.1
OG0000649	Bacillus_subtilis_aa	ALU69813.1	CAB11812.1
OG0000651	Bacillus_subtilis_aa	ALU69815.1	CAB11814.1
OG0000651	Deinococcus_radiodurans_aa	ALU69815.1	UDL00539.1
OG0000652	Bacillus_subtilis_aa	ALU69816.1	CAB11815.1
OG0000652	Deinococcus_radiodurans_aa	ALU69816.1	UDK99347.1
OG0000653	Deinococcus_radiodurans_aa	ALU69822.1	UDL01708.1
OG0000653	Bacillus_subtilis_aa	ALU69822.1	CAB11818.1
OG0000654	Bacillus_subtilis_aa	ALU69830.1	CAB11822.1
OG0000654	Deinococcus_radiodurans_aa	ALU69830.1	UDL01596.1
OG0000655	Bacillus_subtilis_aa	ALU69872.1	CAB11826.1
OG0000655	Deinococcus_radiodurans_aa	ALU69872.1	UDK99971.1
OG0000656	Deinococcus_radiodurans_aa	ALU69871.1	UDL00560.1
OG0000656	Bacillus_subtilis_aa	ALU69871.1	CAB11827.1
OG0000657	Deinococcus_radiodurans_aa	ALU69857.1	UDL01391.1
OG0000657	Bacillus_subtilis_aa	ALU69857.1	CAB11829.1
OG0000658	Bacillus_subtilis_aa	ALU69881.1	CAB11831.1
OG0000658	Deinococcus_radiodurans_aa	ALU69881.1	UDL00626.1
OG0000659	Deinococcus_radiodurans_aa	ALU69882.1	UDL00315.1
OG0000659	Bacillus_subtilis_aa	ALU69882.1	CAB11834.1
OG0000660	Bacillus_subtilis_aa	ALU73156.1	CAB11844.1
OG0000660	Deinococcus_radiodurans_aa	ALU73156.1	UDL00491.1
OG0000661	Deinococcus_radiodurans_aa	ALU73145.1	UDK99645.1
OG0000661	Bacillus_subtilis_aa	ALU73145.1	CAB11846.2
OG0000663	Deinococcus_radiodurans_aa	ALU72781.1	UDK99955.1
OG0000663	Bacillus_subtilis_aa	ALU72781.1	CAB11849.1
OG0000664	Bacillus_subtilis_aa	ALU69375.1	CAB11852.1, CAB12806.1
OG0000665	Bacillus_subtilis_aa	ALU73152.1	CAB11854.1
OG0000665	Deinococcus_radiodurans_aa	ALU73152.1	UDK99369.1
OG0000666	Bacillus_subtilis_aa	ALU73151.1	CAB11855.1
OG0000666	Deinococcus_radiodurans_aa	ALU73151.1	UDK99370.1
OG0000667	Bacillus_subtilis_aa	ALU73139.1	CAB11858.1
OG0000667	Deinococcus_radiodurans_aa	ALU73139.1	UDK99561.1
OG0000668	Bacillus_subtilis_aa	ALU73097.1	CAB11863.1
OG0000668	Deinococcus_radiodurans_aa	ALU73097.1	UDL00241.1
OG0000669	Bacillus_subtilis_aa	ALU73094.1	CAB11866.1
OG0000669	Deinococcus_radiodurans_aa	ALU73094.1	UDL01595.1
OG0000670	Deinococcus_radiodurans_aa	ALU73093.1	UDK99430.1
OG0000670	Bacillus_subtilis_aa	ALU73093.1	CAB11867.1
OG0000671	Deinococcus_radiodurans_aa	ALU71563.1	UDK99667.1
OG0000671	Bacillus_subtilis_aa	ALU71563.1	CAB11868.1
OG0000672	Deinococcus_radiodurans_aa	ALU73092.1	UDL00750.1
OG0000672	Bacillus_subtilis_aa	ALU73092.1	CAB11870.1
OG0000673	Deinococcus_radiodurans_aa	ALU73091.1	UDK99916.1
OG0000673	Bacillus_subtilis_aa	ALU73091.1	CAB11872.1
OG0000674	Bacillus_subtilis_aa	ALU72158.1	CAB11877.1
OG0000674	Deinococcus_radiodurans_aa	ALU72158.1	UDL01089.1
OG0000675	Deinococcus_radiodurans_aa	ALU72157.1	UDL01088.1
OG0000675	Bacillus_subtilis_aa	ALU72157.1	CAB11878.2
OG0000676	Bacillus_subtilis_aa	ALU72156.1	CAB11879.2
OG0000676	Deinococcus_radiodurans_aa	ALU72156.1	UDL01087.1
OG0000677	Bacillus_subtilis_aa	ALU72154.1	CAB11880.2
OG0000677	Deinococcus_radiodurans_aa	ALU72154.1	UDL01086.1
OG0000678	Deinococcus_radiodurans_aa	ALU72153.1	UDL01085.1
OG0000678	Bacillus_subtilis_aa	ALU72153.1	CAB11881.1
OG0000679	Deinococcus_radiodurans_aa	ALU72141.1	UDL00065.1
OG0000679	Bacillus_subtilis_aa	ALU72141.1	CAB11883.2
OG0000680	Bacillus_subtilis_aa	ALU72140.1	CAB11884.2
OG0000680	Deinococcus_radiodurans_aa	ALU72140.1	UDL00064.1
OG0000681	Bacillus_subtilis_aa	ALU72113.1	CAB11886.2
OG0000681	Deinococcus_radiodurans_aa	ALU72113.1	UDK99500.1
OG0000682	Bacillus_subtilis_aa	ALU72112.1	CAB11887.2
OG0000682	Deinococcus_radiodurans_aa	ALU72112.1	UDK99501.1
OG0000683	Bacillus_subtilis_aa	ALU72111.1	CAB11888.2
OG0000683	Deinococcus_radiodurans_aa	ALU72111.1	UDK99502.1
OG0000684	Bacillus_subtilis_aa	ALU72110.1	CAB11889.1
OG0000684	Deinococcus_radiodurans_aa	ALU72110.1	UDK99504.1
OG0000685	Deinococcus_radiodurans_aa	ALU72028.1	UDK99505.1
OG0000685	Bacillus_subtilis_aa	ALU72028.1	CAB11891.1
OG0000686	Deinococcus_radiodurans_aa	ALU72027.1	UDK99506.1
OG0000686	Bacillus_subtilis_aa	ALU72027.1	CAB11892.1
OG0000687	Deinococcus_radiodurans_aa	ALU72026.1	UDK99507.1
OG0000687	Bacillus_subtilis_aa	ALU72026.1	CAB11893.1
OG0000688	Bacillus_subtilis_aa	ALU72025.1	CAB11894.2
OG0000688	Deinococcus_radiodurans_aa	ALU72025.1	UDK99508.1
OG0000689	Bacillus_subtilis_aa	ALU72024.1	CAB11895.2
OG0000689	Deinococcus_radiodurans_aa	ALU72024.1	UDK99509.1
OG0000690	Bacillus_subtilis_aa	ALU72023.1	CAB11896.1
OG0000690	Deinococcus_radiodurans_aa	ALU72023.1	UDK99510.1
OG0000691	Deinococcus_radiodurans_aa	ALU72022.1	UDK99511.1
OG0000691	Bacillus_subtilis_aa	ALU72022.1	CAB11897.1
OG0000692	Deinococcus_radiodurans_aa	ALU72021.1	UDK99512.1
OG0000692	Bacillus_subtilis_aa	ALU72021.1	CAB11898.2
OG0000693	Bacillus_subtilis_aa	ALU72020.1	CAB11899.1
OG0000693	Deinococcus_radiodurans_aa	ALU72020.1	UDL01641.1
OG0000694	Bacillus_subtilis_aa	ALU72019.1	CAB11900.1
OG0000694	Deinococcus_radiodurans_aa	ALU72019.1	UDK99513.1
OG0000695	Deinococcus_radiodurans_aa	ALU72018.1	UDK99514.1
OG0000695	Bacillus_subtilis_aa	ALU72018.1	CAB11901.1
OG0000696	Bacillus_subtilis_aa	ALU72017.1	CAB11902.1
OG0000696	Deinococcus_radiodurans_aa	ALU72017.1	UDK99515.1
OG0000697	Deinococcus_radiodurans_aa	ALU72016.1	UDK99516.1
OG0000697	Bacillus_subtilis_aa	ALU72016.1	CAB11903.1
OG0000698	Deinococcus_radiodurans_aa	ALU72015.1	UDK99517.1
OG0000698	Bacillus_subtilis_aa	ALU72015.1	CAB11904.1
OG0000699	Deinococcus_radiodurans_aa	ALU72013.1	UDL01145.1
OG0000699	Bacillus_subtilis_aa	ALU72013.1	CAB11906.2
OG0000700	Deinococcus_radiodurans_aa	ALU72012.1	UDL01146.1
OG0000700	Bacillus_subtilis_aa	ALU72012.1	CAB11907.1
OG0000701	Deinococcus_radiodurans_aa	ALU72011.1	UDL01147.1
OG0000701	Bacillus_subtilis_aa	ALU72011.1	CAB11908.2
OG0000702	Bacillus_subtilis_aa	ALU72010.1	CAB11909.1
OG0000702	Deinococcus_radiodurans_aa	ALU72010.1	UDL01148.1
OG0000703	Deinococcus_radiodurans_aa	ALU72009.1	UDL01149.1
OG0000703	Bacillus_subtilis_aa	ALU72009.1	CAB11910.1
OG0000704	Deinococcus_radiodurans_aa	ALU72008.1	UDL01150.1
OG0000704	Bacillus_subtilis_aa	ALU72008.1	CAB11911.1
OG0000705	Deinococcus_radiodurans_aa	ALU72007.1	UDL01151.1
OG0000705	Bacillus_subtilis_aa	ALU72007.1	CAB11912.1
OG0000706	Bacillus_subtilis_aa	ALU72006.1	CAB11913.1
OG0000706	Deinococcus_radiodurans_aa	ALU72006.1	UDL01152.1
OG0000707	Deinococcus_radiodurans_aa	ALU72004.1	UDL01752.1
OG0000707	Bacillus_subtilis_aa	ALU72004.1	CAB11915.1
OG0000708	Deinococcus_radiodurans_aa	ALU72003.1	UDL01158.1
OG0000708	Bacillus_subtilis_aa	ALU72003.1	CAB11916.1
OG0000709	Deinococcus_radiodurans_aa	ALU72002.1	UDL01159.1
OG0000709	Bacillus_subtilis_aa	ALU72002.1	CAB11917.2
OG0000710	Deinococcus_radiodurans_aa	ALU72001.1	UDL01160.1
OG0000710	Bacillus_subtilis_aa	ALU72001.1	CAB11918.1
OG0000711	Deinococcus_radiodurans_aa	ALU71999.1	UDL01162.1
OG0000711	Bacillus_subtilis_aa	ALU71999.1	CAB11919.1
OG0000712	Deinococcus_radiodurans_aa	ALU71998.1	UDL01163.1
OG0000712	Bacillus_subtilis_aa	ALU71998.1	CAB11920.1
OG0000713	Bacillus_subtilis_aa	ALU71301.1	CAB11921.2
OG0000713	Deinococcus_radiodurans_aa	ALU71301.1	UDL01480.1
OG0000714	Deinococcus_radiodurans_aa	ALU71302.1	UDL01479.1
OG0000714	Bacillus_subtilis_aa	ALU71302.1	CAB11923.2
OG0000715	Bacillus_subtilis_aa	ALU71997.1	CAB11924.2
OG0000715	Deinococcus_radiodurans_aa	ALU71997.1	UDL01312.1
OG0000716	Deinococcus_radiodurans_aa	ALU71985.1	UDK99374.1
OG0000716	Bacillus_subtilis_aa	ALU71985.1	CAB11925.2
OG0000717	Bacillus_subtilis_aa	ALU71984.1	CAB11926.1
OG0000717	Deinococcus_radiodurans_aa	ALU71984.1	UDK99375.1
OG0000718	Deinococcus_radiodurans_aa	ALU70020.1	UDL00143.1
OG0000718	Bacillus_subtilis_aa	ALU70020.1	CAB11930.1
OG0000720	Bacillus_subtilis_aa	ALU72757.1	CAB11942.1
OG0000720	Deinococcus_radiodurans_aa	ALU72757.1	UDL00450.1
OG0000721	Deinococcus_radiodurans_aa	ALU70464.1	UDL01984.1
OG0000721	Bacillus_subtilis_aa	ALU70464.1	CAB11943.2
OG0000722	Bacillus_subtilis_aa	ALU72662.1	CAB11946.1
OG0000722	Deinococcus_radiodurans_aa	ALU72662.1	UDL01982.1
OG0000723	Deinococcus_radiodurans_aa	ALU71983.1	UDL01109.1
OG0000723	Bacillus_subtilis_aa	ALU71983.1	CAB11953.1
OG0000725	Bacillus_subtilis_aa	ALU68131.1	CAB12147.2, CAB12011.1
OG0000726	Bacillus_subtilis_aa	ALU69254.1	CAB12322.1, CAB12016.1
OG0000727	Bacillus_subtilis_aa	ALU69002.1	CAB12351.1, CAB12020.1
OG0000728	Deinococcus_radiodurans_aa	ALU70905.1	UDL00235.1
OG0000728	Bacillus_subtilis_aa	ALU70905.1	CAB12027.1
OG0000729	Bacillus_subtilis_aa	ALU71215.1	CAB13356.1, CAB12037.1
OG0000734	Bacillus_subtilis_aa	ALU68395.1	CAB12089.1
OG0000734	Deinococcus_radiodurans_aa	ALU68395.1	UDL02033.1
OG0000736	Bacillus_subtilis_aa	ALU69959.1	CAB12099.2
OG0000736	Deinococcus_radiodurans_aa	ALU69959.1	UDL01383.1
OG0000737	Deinococcus_radiodurans_aa	ALU71624.1	UDL01971.1
OG0000737	Bacillus_subtilis_aa	ALU71624.1	CAB12107.1
OG0000738	Bacillus_subtilis_aa	ALU71100.1	CAB12109.2
OG0000738	Deinococcus_radiodurans_aa	ALU71100.1	UDK99944.1
OG0000740	Bacillus_subtilis_aa	ALU71703.1	CAB12126.2, CAB12124.1
OG0000741	Bacillus_subtilis_aa	ALU71704.1	CAB15760.2, CAB12127.2
OG0000744	Bacillus_subtilis_aa	ALU73543.1	CAB12192.1, CAB12729.1
OG0000747	Deinococcus_radiodurans_aa	ALU68744.1	UDK99674.1
OG0000747	Bacillus_subtilis_aa	ALU68744.1	CAB12195.1
OG0000748	Bacillus_subtilis_aa	ALU68092.1	CAB12203.2
OG0000748	Deinococcus_radiodurans_aa	ALU68092.1	UDL02050.1
OG0000749	Bacillus_subtilis_aa	ALU70452.1	CAB13095.1, CAB12207.2
OG0000750	Deinococcus_radiodurans_aa	ALU73081.1	UDL02044.1
OG0000750	Bacillus_subtilis_aa	ALU73081.1	CAB12213.3
OG0000751	Bacillus_subtilis_aa	ALU70545.1	CAB12220.1
OG0000751	Deinococcus_radiodurans_aa	ALU70545.1	UDL00721.1
OG0000753	Bacillus_subtilis_aa	ALU72050.1	CAB12254.1
OG0000753	Deinococcus_radiodurans_aa	ALU72050.1	UDL01529.1
OG0000754	Deinococcus_radiodurans_aa	ALU71551.1	UDK99551.1
OG0000754	Bacillus_subtilis_aa	ALU71551.1	CAB12263.1
OG0000755	Bacillus_subtilis_aa	ALU70585.1	CAB12264.1
OG0000755	Deinococcus_radiodurans_aa	ALU70585.1	UDK99936.1
OG0000756	Bacillus_subtilis_aa	ALU69989.1, ALU69990.1	CAB12266.1
OG0000757	Bacillus_subtilis_aa	ALU70520.1	CAB12287.1, CAB13973.1
OG0000758	Bacillus_subtilis_aa	ALU70485.1	CAB15620.1, CAB12341.1
OG0000762	Bacillus_subtilis_aa	ALU69712.1	CAB12369.1, CAB14651.2
OG0000763	Bacillus_subtilis_aa	ALU68997.1, ALU70895.1	CAB12372.1
OG0000764	Bacillus_subtilis_aa	ALU72321.1, ALU72329.1	CAB12389.1
OG0000766	Deinococcus_radiodurans_aa	ALU71973.1	UDL01369.1
OG0000766	Bacillus_subtilis_aa	ALU71973.1	CAB12410.1
OG0000767	Bacillus_subtilis_aa	ALU71972.1	CAB12411.1
OG0000767	Deinococcus_radiodurans_aa	ALU71972.1	UDK99924.1
OG0000768	Bacillus_subtilis_aa	ALU71971.1	CAB12412.1
OG0000768	Deinococcus_radiodurans_aa	ALU71971.1	UDL01445.1
OG0000769	Bacillus_subtilis_aa	ALU71970.1	CAB12413.1
OG0000769	Deinococcus_radiodurans_aa	ALU71970.1	UDK99570.1
OG0000770	Deinococcus_radiodurans_aa	ALU71629.1	UDL01565.1
OG0000770	Bacillus_subtilis_aa	ALU71629.1	CAB12415.1
OG0000771	Deinococcus_radiodurans_aa	ALU72232.1	UDL00085.1
OG0000771	Bacillus_subtilis_aa	ALU72232.1	CAB12416.1
OG0000772	Bacillus_subtilis_aa	ALU71966.1	CAB12421.2
OG0000772	Deinococcus_radiodurans_aa	ALU71966.1	UDK99786.1
OG0000773	Bacillus_subtilis_aa	ALU72348.1	CAB12422.1
OG0000773	Deinococcus_radiodurans_aa	ALU72348.1	UDK99787.1
OG0000774	Bacillus_subtilis_aa	ALU70458.1	CAB12436.1
OG0000774	Deinococcus_radiodurans_aa	ALU70458.1	UDK99899.1
OG0000776	Bacillus_subtilis_aa	ALU67864.1, ALU67820.1	CAB12449.1
OG0000777	Deinococcus_radiodurans_aa	ALU71951.1	UDL00938.1
OG0000777	Bacillus_subtilis_aa	ALU71951.1	CAB12455.2
OG0000778	Bacillus_subtilis_aa	ALU71771.1	CAB12462.1
OG0000778	Deinococcus_radiodurans_aa	ALU71771.1	UDK99239.1
OG0000779	Bacillus_subtilis_aa	ALU71772.1	CAB12463.2
OG0000779	Deinococcus_radiodurans_aa	ALU71772.1	UDK99240.1
OG0000780	Bacillus_subtilis_aa	ALU72833.1	CAB12465.1
OG0000780	Deinococcus_radiodurans_aa	ALU72833.1	UDK99426.1
OG0000781	Bacillus_subtilis_aa	ALU72820.1	CAB12466.1
OG0000781	Deinococcus_radiodurans_aa	ALU72820.1	UDK99424.1
OG0000782	Deinococcus_radiodurans_aa	ALU72819.1	UDK99423.1
OG0000782	Bacillus_subtilis_aa	ALU72819.1	CAB12467.1
OG0000783	Bacillus_subtilis_aa	ALU69362.1	CAB12468.2
OG0000783	Deinococcus_radiodurans_aa	ALU69362.1	UDK99422.1
OG0000784	Bacillus_subtilis_aa	ALU69366.1	CAB12469.2
OG0000784	Deinococcus_radiodurans_aa	ALU69366.1	UDK99420.1
OG0000785	Bacillus_subtilis_aa	ALU69370.1	CAB12470.2
OG0000785	Deinococcus_radiodurans_aa	ALU69370.1	UDL00505.1
OG0000786	Deinococcus_radiodurans_aa	ALU69760.1	UDL01070.1
OG0000786	Bacillus_subtilis_aa	ALU69760.1	CAB12471.2
OG0000787	Deinococcus_radiodurans_aa	ALU69761.1	UDL00027.1
OG0000787	Bacillus_subtilis_aa	ALU69761.1	CAB12472.2
OG0000789	Bacillus_subtilis_aa	ALU69752.1	CAB12481.1
OG0000789	Deinococcus_radiodurans_aa	ALU69752.1	UDL00844.1
OG0000790	Bacillus_subtilis_aa	ALU71587.1	CAB12482.1
OG0000790	Deinococcus_radiodurans_aa	ALU71587.1	UDL01107.1
OG0000791	Deinococcus_radiodurans_aa	ALU67660.1	UDK99979.1
OG0000791	Bacillus_subtilis_aa	ALU67660.1	CAB12485.1
OG0000792	Bacillus_subtilis_aa	ALU71584.1	CAB12487.1
OG0000792	Deinococcus_radiodurans_aa	ALU71584.1	UDL00398.1
OG0000793	Bacillus_subtilis_aa	ALU71583.1	CAB12488.1
OG0000793	Deinococcus_radiodurans_aa	ALU71583.1	UDL00922.1
OG0000794	Bacillus_subtilis_aa	ALU71577.1	CAB12489.2
OG0000794	Deinococcus_radiodurans_aa	ALU71577.1	UDL01553.1
OG0000798	Bacillus_subtilis_aa	ALU69255.1	CAB15255.1, CAB12535.1
OG0000800	Bacillus_subtilis_aa	ALU72968.1	CAB12544.1, CAB14658.1
OG0000801	Bacillus_subtilis_aa	ALU71761.1	CAB12546.1
OG0000801	Deinococcus_radiodurans_aa	ALU71761.1	UDK99881.1
OG0000802	Bacillus_subtilis_aa	ALU68805.1	CAB12551.1
OG0000802	Deinococcus_radiodurans_aa	ALU68805.1	UDL01720.1
OG0000803	Bacillus_subtilis_aa	ALU70120.1	CAB12553.1, CAB12785.1
OG0000804	Bacillus_subtilis_aa	ALU68652.1	CAB12554.1, CAB15909.1
OG0000805	Bacillus_subtilis_aa	ALU72726.1	CAB12558.1
OG0000805	Deinococcus_radiodurans_aa	ALU72726.1	UDL01328.1
OG0000806	Bacillus_subtilis_aa	ALU72476.1	CAB12559.1
OG0000806	Deinococcus_radiodurans_aa	ALU72476.1	UDL01329.1
OG0000807	Bacillus_subtilis_aa	ALU72488.1, ALU72831.1	CAB12588.1
OG0000808	Bacillus_subtilis_aa	ALU72485.1	CAB12592.2
OG0000808	Deinococcus_radiodurans_aa	ALU72485.1	UDL01586.1
OG0000809	Bacillus_subtilis_aa	ALU71533.1	CAB12593.1
OG0000809	Deinococcus_radiodurans_aa	ALU71533.1	UDL00077.1
OG0000810	Bacillus_subtilis_aa	ALU70192.1	CAB12599.1, CAB12649.1
OG0000811	Bacillus_subtilis_aa	ALU67901.1, ALU72437.1	CAB12650.1
OG0000812	Bacillus_subtilis_aa	ALU72438.1, ALU67900.1	CAB12651.1
OG0000813	Deinococcus_radiodurans_aa	ALU71443.1	UDL00448.1
OG0000813	Bacillus_subtilis_aa	ALU71443.1	CAB12676.1
OG0000814	Deinococcus_radiodurans_aa	ALU71292.1	UDL00430.1
OG0000814	Bacillus_subtilis_aa	ALU71292.1	CAB12681.1
OG0000815	Deinococcus_radiodurans_aa	ALU73111.1	UDL01307.1
OG0000815	Bacillus_subtilis_aa	ALU73111.1	CAB12691.1
OG0000816	Deinococcus_radiodurans_aa	ALU70283.1	UDL00010.1
OG0000816	Bacillus_subtilis_aa	ALU70283.1	CAB12700.2
OG0000817	Deinococcus_radiodurans_aa	ALU72386.1	UDL01948.1
OG0000817	Bacillus_subtilis_aa	ALU72386.1	CAB12707.2
OG0000818	Bacillus_subtilis_aa	ALU71938.1	CAB15457.1, CAB12708.2
OG0000819	Deinococcus_radiodurans_aa	ALU69779.1	UDL01144.1
OG0000819	Bacillus_subtilis_aa	ALU69779.1	CAB12716.1
OG0000820	Bacillus_subtilis_aa	ALU71895.1	CAB12721.2
OG0000820	Deinococcus_radiodurans_aa	ALU71895.1	UDK99431.1
OG0000822	Bacillus_subtilis_aa	ALU69586.1	CAB12756.1
OG0000822	Deinococcus_radiodurans_aa	ALU69586.1	UDL00987.1
OG0000824	Deinococcus_radiodurans_aa	ALU70357.1	UDK99232.1
OG0000824	Bacillus_subtilis_aa	ALU70357.1	CAB12804.1
